"contract_id","segment_id","plan_id","contract_year","language_id","plan_cvrg_typ_id","mnthly_prm","ann_ddctbl","icl_lmt","thrshld","copay_amt_inn_prefrd","copay_amt_inn_prefrd_lvl","coins_amt_inn_prefrd","coins_amt_inn_prefrd_lvl","copay_amt_inn_general","copay_amt_inn_general_lvl","coins_amt_inn_general","coins_amt_inn_general_lvl","copay_amt_mail_ordr_prefrd","copay_amt_mail_ordr_prefrd_lvl","coins_amt_mail_ordr_prefrd","coins_amt_mail_ordr_prefrd_lvl","copay_amt_mail_ordr_general","copay_amt_mail_ordr_general_lvl","coins_amt_mail_ordr_general","coins_amt_mail_ordr_general_lvl","is_mdcr_dfnd_std_yn","post_thrshld_mdcr_std_cost"
"H3924","0","803","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H3925","0","001","2019","1","0","315.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H3925","0","002","2019","1","0","949.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H3928","0","001","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3928","0","002","2019","1","4","21.00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3928","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H3928","0","803","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H3930","0","001","2019","1","4","39.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H3930","0","002","2019","1","4","44.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H3930","0","003","2019","1","4","34.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H3930","0","004","2019","1","4","45.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","004","2019","1","4","46.00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","055","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H3931","0","064","2019","1","4","34.00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","070","2019","1","4","32.00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","081","2019","1","4",".00","145.00","3820.00","5100.00","$0 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","091","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","092","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","093","2019","1","4",".00","195.00","3820.00","5100.00","$0 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","094","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","095","2019","1","4","28.00","145.00","3820.00","5100.00","$2 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","096","2019","1","4","23.00","195.00","3820.00","5100.00","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","097","2019","1","4","18.00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","098","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","099","2019","1","4",".00",".00","3820.00","5100.00","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","100","2019","1","4",".00",".00","3820.00","5100.00","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","101","2019","1","4",".00","195.00","3820.00","5100.00","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","102","2019","1","4","32.00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","104","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","105","2019","1","4",".00",".00","3820.00","5100.00","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","106","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","107","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","108","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","109","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","110","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","112","2019","1","4",".00",".00","3820.00","5100.00","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","115","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","118","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","122","2019","1","4",".00","195.00","3820.00","5100.00","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","123","2019","1","4",".00","195.00","3820.00","5100.00","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","124","2019","1","4",".00",".00","3820.00","5100.00","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","125","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","126","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","127","2019","1","4","15.00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","129","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","130","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","131","2019","1","4","13.00","245.00","3820.00","5100.00","$2 - $100","1","28%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","28%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","132","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H3931","0","133","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
